1,3083.0,0.0,1,0,12,7,125.0,1,1,1,0,0,202.0,0,1
0,5867.0,446.0,1,0,10,3,304.0,1,1,6,0,0,43.0,560,1
0,245.0,5.0,1,0,10,3,15.0,1,0,0,0,0,280.0,824,1
1,2783.0,154.0,1,0,12,7,375.0,1,1,5,1,0,100.0,3,1
1,2017.0,5625.0,1,0,12,7,171.0,1,0,0,0,2,120.0,0,1
1,3208.0,4.0,1,0,9,7,25.0,1,0,0,1,0,360.0,0,1
1,3317.0,104.0,1,0,11,3,65.0,1,0,0,1,0,164.0,31285,1
0,2292.0,11585.0,1,0,2,7,4.0,1,0,0,0,0,80.0,1349,1
1,5442.0,5.0,2,2,8,3,396.0,1,0,0,0,0,180.0,314,1
1,425.0,4915.0,2,2,12,7,3165.0,1,0,0,1,0,52.0,1442,1
1,2208.0,83.0,1,0,1,3,2165.0,0,0,0,1,0,128.0,0,1
1,2992.0,1835.0,1,0,1,3,4335.0,1,0,0,0,0,260.0,200,1
0,3825.0,6.0,1,0,8,7,1.0,1,0,0,1,0,0.0,0,1
1,4808.0,604.0,1,0,8,7,4.0,0,0,0,0,0,0.0,2690,1
0,4583.0,105.0,1,0,10,7,5.0,1,1,7,1,0,0.0,0,1
1,3667.0,4415.0,2,2,8,7,25.0,1,1,10,1,0,320.0,0,1
1,2825.0,875.0,1,0,9,7,96.0,1,1,3,1,0,396.0,0,1
0,2325.0,5875.0,1,0,10,7,317.0,1,1,10,0,0,120.0,245,1
1,2183.0,25.0,1,0,3,3,665.0,1,0,0,1,0,0.0,0,1
0,1917.0,8585.0,1,0,2,3,75.0,1,1,7,0,0,96.0,0,1
1,25.0,1125.0,1,0,1,7,25.0,1,1,17,0,0,200.0,1208,1
1,2325.0,1.0,1,0,1,7,835.0,1,0,0,0,2,300.0,0,1
0,4775.0,8.0,1,0,1,7,7875.0,1,1,6,1,0,0.0,1260,1
0,2742.0,145.0,1,0,13,3,3085.0,1,1,1,0,0,120.0,11,1
0,4117.0,65.0,1,0,10,7,5.0,1,1,3,1,0,145.0,0,1
0,1583.0,585.0,1,0,1,3,15.0,1,1,2,0,0,100.0,0,1
0,47.0,13.0,1,0,6,0,5165.0,1,1,9,1,0,0.0,0,1
1,5658.0,185.0,1,0,3,0,15.0,1,1,17,1,0,0.0,0,1
1,5742.0,85.0,1,0,4,3,7.0,1,1,3,0,0,0.0,0,1
1,4208.0,104.0,1,0,12,7,5.0,1,1,6,1,0,500.0,10000,1
1,2925.0,1479.0,1,0,0,7,504.0,1,1,5,1,0,168.0,0,1
1,42.0,979.0,1,0,13,3,796.0,1,1,8,0,0,0.0,0,1
1,495.0,7585.0,1,0,6,0,7585.0,1,1,15,1,0,0.0,5000,1
0,3675.0,5125.0,1,0,4,7,5.0,1,0,0,1,0,0.0,4000,1
0,2258.0,1075.0,1,0,10,7,415.0,1,1,5,1,0,0.0,560,1
1,2783.0,15.0,1,0,12,7,2.0,1,1,11,1,0,434.0,35,1
1,2725.0,1585.0,1,0,2,3,1835.0,1,1,12,1,0,583.0,713,1
0,23.0,1175.0,1,0,13,3,5.0,1,1,2,1,0,300.0,551,1
1,2775.0,585.0,2,2,2,7,25.0,1,1,2,0,0,260.0,500,1
1,5458.0,9415.0,1,0,5,2,14415.0,1,1,11,1,0,30.0,300,1
1,3417.0,917.0,1,0,1,7,45.0,1,1,12,1,0,0.0,221,1
1,2892.0,15.0,1,0,1,3,5335.0,1,1,11,0,0,0.0,2283,1
1,2967.0,1415.0,1,0,12,3,75.0,1,1,1,0,0,240.0,100,1
1,3958.0,13915.0,1,0,12,7,8625.0,1,1,6,1,0,70.0,0,1
1,5642.0,28.0,2,2,1,7,285.0,1,1,40,0,0,0.0,15,1
1,5433.0,675.0,1,0,1,3,2625.0,1,1,11,1,0,0.0,284,1
0,41.0,204.0,2,2,10,3,125.0,1,1,23,1,0,455.0,1236,1
1,3192.0,446.0,1,0,2,3,604.0,1,1,3,0,0,311.0,300,1
1,415.0,154.0,1,0,6,0,35.0,0,0,0,0,0,216.0,0,1
1,2392.0,665.0,1,0,1,7,165.0,0,0,0,0,0,100.0,0,1
0,2575.0,5.0,1,0,1,3,875.0,1,0,0,1,0,491.0,0,1
1,26.0,1.0,1,0,10,7,175.0,1,0,0,1,0,280.0,0,1
1,3742.0,204.0,1,0,12,7,4.0,1,0,0,1,0,400.0,5800,1
1,3492.0,25.0,1,0,12,7,0.0,1,0,0,1,0,239.0,200,1
1,3425.0,3.0,1,0,2,3,7415.0,1,0,0,1,0,0.0,0,1
1,2333.0,11625.0,2,2,12,7,835.0,1,0,0,1,0,160.0,300,1
1,2317.0,0.0,1,0,2,7,85.0,1,0,0,0,0,0.0,0,1
1,4433.0,5.0,1,0,6,3,5.0,1,0,0,1,0,320.0,0,1
1,3517.0,45.0,1,0,13,3,575.0,0,0,0,1,2,711.0,0,1
1,4325.0,3.0,1,0,10,3,6.0,1,1,11,0,0,80.0,0,1
1,5675.0,1225.0,1,0,9,7,125.0,1,1,4,1,0,200.0,0,1
1,3167.0,16165.0,1,0,3,7,3.0,1,1,9,0,0,250.0,730,1
0,2342.0,79.0,2,2,10,7,15.0,1,1,2,1,0,80.0,400,1
0,2042.0,835.0,1,0,10,7,1585.0,1,1,1,0,0,0.0,0,1
1,2667.0,425.0,1,0,2,7,429.0,1,1,1,1,0,120.0,0,1
1,3417.0,154.0,1,0,2,7,154.0,1,1,1,1,0,520.0,50000,1
0,36.0,1.0,1,0,1,7,2.0,1,1,11,0,0,0.0,456,1
1,255.0,375.0,1,0,9,7,25.0,1,1,3,0,0,260.0,15108,1
1,1942.0,65.0,1,0,12,3,146.0,1,1,7,0,0,80.0,2954,1
1,3517.0,25125.0,1,0,13,3,1625.0,1,1,1,1,0,515.0,500,1
1,3233.0,75.0,1,0,4,0,1585.0,1,0,0,1,2,420.0,0,0
1,3483.0,4.0,1,0,3,0,125.0,1,0,0,1,0,,0,0
0,3858.0,5.0,1,0,2,7,135.0,1,0,0,1,0,980.0,0,0
1,4425.0,5.0,1,0,9,7,1075.0,1,0,0,0,2,400.0,0,0
1,4483.0,7.0,2,2,1,7,1625.0,0,0,0,0,0,160.0,2,0
1,2067.0,529.0,1,0,10,7,375.0,1,1,1,0,0,160.0,0,0
1,3408.0,65.0,1,0,0,7,125.0,1,0,0,1,0,443.0,0,0
0,1917.0,585.0,2,2,0,7,585.0,1,0,0,1,0,160.0,0,0
1,2167.0,1165.0,2,2,8,7,25.0,1,1,1,0,0,180.0,20,0
1,215.0,975.0,1,0,1,7,25.0,1,0,0,0,0,140.0,0,0
1,4958.0,19.0,1,0,5,2,0.0,1,1,1,0,0,94.0,0,0
0,2767.0,15.0,1,0,9,7,2.0,1,0,0,0,2,368.0,0,0
1,3983.0,5.0,1,0,9,7,25.0,1,0,0,0,2,288.0,0,0
0,,35.0,1,0,3,7,3.0,1,0,0,1,0,300.0,0,0
1,2725.0,625.0,1,0,0,7,455.0,1,0,0,1,0,200.0,0,0
1,3717.0,4.0,1,0,1,0,5.0,1,0,0,1,2,280.0,0,0
1,,375.0,1,0,3,7,875.0,1,0,0,1,2,928.0,0,0
1,2567.0,221.0,2,2,0,7,4.0,1,0,0,0,0,188.0,0,0
1,34.0,45.0,1,0,0,7,1.0,1,0,0,1,0,240.0,0,0
0,49.0,15.0,1,0,7,4,0.0,1,0,0,1,0,100.0,27,0
1,625.0,1275.0,2,2,1,3,5.0,1,0,0,0,0,112.0,0,0
1,3142.0,155.0,1,0,1,7,5.0,1,0,0,0,0,120.0,0,0
1,,5.0,2,2,0,7,85.0,1,0,0,0,0,0.0,0,0
1,5233.0,1375.0,2,2,1,3,946.0,1,0,0,1,0,200.0,100,0
1,2875.0,15.0,2,2,1,7,15.0,1,0,0,1,0,0.0,225,0
0,2858.0,354.0,1,0,6,0,5.0,1,0,0,1,0,171.0,0,0
1,23.0,625.0,2,2,0,7,125.0,1,0,0,0,0,180.0,1,0
1,,5.0,1,0,1,0,835.0,1,0,0,1,2,320.0,0,0
0,225.0,11.0,2,2,10,7,3.0,1,0,0,1,0,268.0,0,0
0,285.0,1.0,1,0,10,7,1.0,1,1,2,1,0,167.0,500,0
1,375.0,175.0,2,2,1,0,25.0,1,0,0,1,0,164.0,400,0
1,3525.0,165.0,2,2,1,7,4.0,1,0,0,0,0,80.0,0,0
1,1867.0,5.0,1,0,10,7,375.0,1,1,2,0,0,0.0,38,0
1,25.0,12.0,1,0,8,7,225.0,1,1,2,1,0,120.0,5,0
1,2783.0,4.0,2,2,6,3,575.0,1,1,2,1,0,75.0,0,0
1,5483.0,155.0,1,0,4,8,0.0,1,1,20,0,0,152.0,130,0
1,2875.0,1165.0,1,0,8,7,5.0,1,0,0,0,2,280.0,0,0
0,25.0,11.0,2,2,0,7,45.0,1,0,0,0,0,120.0,0,0
1,4092.0,225.0,2,2,13,3,10.0,1,0,0,1,0,176.0,0,0
0,1975.0,75.0,1,0,1,7,795.0,1,1,5,1,0,140.0,5,0
1,2917.0,35.0,1,0,12,7,35.0,1,1,3,1,0,329.0,0,0
0,245.0,104.0,2,2,5,2,5.0,1,1,3,0,0,180.0,147,0
1,2458.0,125.0,1,0,12,7,875.0,1,0,0,1,0,260.0,0,0
0,3375.0,75.0,1,0,8,0,1.0,1,1,3,1,0,212.0,0,0
1,2067.0,125.0,2,2,1,3,1375.0,1,1,3,1,0,140.0,210,0
0,2542.0,1125.0,1,0,10,7,129.0,1,1,2,0,0,200.0,0,0
1,3775.0,7.0,1,0,10,3,115.0,1,1,7,1,0,300.0,5,0
1,525.0,65.0,1,0,8,7,629.0,1,1,15,0,0,0.0,11202,1
1,5783.0,704.0,1,0,9,7,14.0,1,1,6,1,0,360.0,1332,1
0,2075.0,10335.0,1,0,2,3,335.0,1,1,1,1,0,80.0,50,1
1,3992.0,621.0,1,0,10,7,4.0,1,1,1,0,0,200.0,300,1
